movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0118138,Werner - Das muss kesseln!!!,1996,,85 min,"Action, Sci-Fi, Animation",5.5,"Because of a bet, Werner and his friend have to construct the fastest vehicle to win a race, because life depends on it.","Udo Beissel, 
Michael Schaack",/name/nm0067296/,"Monty Arnold, 
Klaus Büchner, 
Andi Feldmann, 
Benno Hoffmann","/name/nm0769405/,/name/nm0036575/,/name/nm0127255/,/name/nm0271136/,/name/nm0389152/",3278.0,
tt0184005,Werner - Volles Rooäää!!!,1999,,77 min,"Action, Comedy, Animation",5.3,"Based on the German cult comic, 'Werner' and his bike gang are threatened to be thrown out their club house at the harbor by an unscrupulous property shark but they fight back with all means.",Gerhard Hahn,/name/nm0353902/,"Klaus Büchner, 
Rötger Feldmann, 
Thomas Struck, 
Andi Feldmann","/name/nm0127255/,/name/nm0271143/,/name/nm0835274/,/name/nm0271136/",2695.0,
tt0396094,Lao fu zi dong hua da dian ying: Fan dou shen tan,2003,,73 min,"Action, Animation",5.3,Add a Plot,Raymond To,/name/nm0864782/,"Ka-Yee Lee, 
Chapman To, 
Eric Tsang, 
Tin King Yeung","/name/nm1532229/,/name/nm0864779/,/name/nm0874676/,/name/nm1320482/",43.0,
tt0400817,Shinsengumi,2000,,86 min,"Action, Animation",6.8,"Produced for Fuji TV in 2000, the film reinterprets the story of a special samurai force - the Shinsengumi - at the end of the Edo period.",Kon Ichikawa,/name/nm0406728/,"Atsuo Nakamura, 
Kiichi Nakai, 
Ryûji Harada, 
Tsuyoshi Ujiki","/name/nm0620117/,/name/nm0620018/,/name/nm0361742/,/name/nm0880299/",33.0,
tt0365510,Missing Persons,2003,,85 min,"Action, Adventure, Animation",6.2,Add a Plot,"Dan O'Donnell, 
Matt O'Donnell",/name/nm1373310/,,/name/nm1369665/,43.0,
tt0449634,PictoCrime,2004,Not Rated,77 min,"Comedy, Action, Animation",6.3,Pictocrime blurs the boundary between fantasy and comic book fiction by delving into the turbulent and violent afterlife of Hell City. It follows two brothers trapped inside a comic book ...                See full summary »,Jonathan Neil Dixon,/name/nm1839354/,"David E. Woodley, 
Luke Rex, 
Robin Royce Queree, 
Sasha Diamandi","/name/nm0940346/,/name/nm1478839/,/name/nm1442503/,/name/nm1846630/",35.0,
tt0458779,Kwentong kayumanggi,2002,,45 min,"Action, Adventure, Animation",6.6,Add a Plot,Nelson Caliguia,/name/nm1919884/,"Cheche Lazaro, 
Francis Magalona, 
Ramon Magsaysay, 
Chito Miranda","/name/nm1566536/,/name/nm1052850/,/name/nm1923214/,/name/nm1918599/",9.0,
